session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
6542,53,5,6,2,84,172,194,6,272,5,207
6543,17,73,122,18,5,2,73,172,6,20,207
6544,122,84,272,73,5,17,172,194,18,5,207
6545,84,22,73,122,172,6,194,20,272,17,207
6546,5,84,18,73,172,172,272,5,6,20,207
6547,17,272,73,122,101,18,172,84,122,73,207
6548,272,680,172,172,797,73,17,18,5,311,207
6549,20,311,2,595,31,311,2,595,3081,595,207
6550,3081,3,595,3508,6,2,84,595,84,3507,207
6551,84,84,3506,84,2119,84,3505,84,2559,84,207
6552,84,2485,3504,84,84,3503,3502,84,3520,84,207
6553,1407,84,2880,1596,272,102,1072,84,1596,73,207
6554,819,1060,1072,146,3521,388,1167,388,1167,73,207
6555,1596,194,122,1060,5,595,595,595,595,595,207
6556,595,595,595,595,595,595,595,595,595,595,207
6557,595,595,1784,1784,4,1784,1784,84,2994,4,207
6558,2994,73,122,752,2278,1302,752,1302,17,18,207
6559,125,53,5,22,84,73,20,6,87,122,207
6560,2522,84,73,20,18,17,5,5,53,125,207
6561,87,84,2461,122,73,194,5,17,125,18,207
6562,53,5,84,84,3539,73,122,194,5,17,207
6563,53,18,125,194,3538,73,20,84,122,18,207
6564,5,17,53,125,5,84,2982,73,122,194,207
6565,2982,6,18,17,5,5,125,53,20,6,207
6566,73,675,2981,84,194,122,2981,17,5,125,207
6567,53,18,2979,84,6,73,20,2979,675,194,207
6568,122,53,125,17,18,5,675,2461,122,73,207
6569,20,6,84,73,194,2461,125,53,18,6,207
6570,5,17,2978,5,84,2978,73,122,194,20,207
6571,17,5,125,53,18,84,4,6,2522,84,207
6572,73,122,194,17,5,125,18,6,53,84,207
6573,73,3537,194,122,84,18,20,17,5,53,207
6574,125,5,84,84,1595,675,73,122,194,17,207
6575,18,125,53,6,5,5,2384,84,2384,122,207
6576,73,194,18,53,125,6,5,17,20,5,207
6577,84,2976,87,2976,122,73,194,53,125,5,207
6578,17,18,5,6,2360,84,87,73,84,2360,207
6579,122,194,18,20,17,5,125,53,84,5,207
6580,194,122,73,3536,53,18,5,125,6,17,207
6581,84,1388,73,122,194,1388,73,5,17,20,207
6582,53,125,18,5,3004,84,194,6,1388,3004,207
6583,122,73,17,5,20,18,125,53,5,2990,207
6584,84,73,2990,122,194,5,6,18,17,53,207
6585,125,5,84,2129,2129,73,122,194,20,17,207
6586,18,53,5,6,73,194,3534,53,18,5,207
6587,17,5,4,2,6,20,10,21,3,27,207
6588,4,2,2,2,62,86,54,2,62,86,207
6589,54,2,2,2,2,3,4,10,21,27,207
6590,30,2,33,4,4,33,2,30,27,10,207
6591,3,27,21,4,2,2,2,22,17,5,207
6592,45,18,1096,22,5,18,17,20,20,18,207
6593,5,17,22,1247,20,3,29,42,3,35,207
6594,3,29,42,2,29,42,35,35,29,29,207
6595,42,35,42,35,29,35,35,42,29,42,207
6596,47,48,29,47,47,48,42,29,35,47,207
6597,35,47,48,48,47,29,47,47,47,42,207
6598,48,47,29,35,48,47,42,29,29,35,207
6599,47,48,42,96,91,96,91,42,91,96,207
6600,47,48,48,35,47,35,96,91,91,29,207
6601,48,29,29,35,29,48,47,48,42,35,207
6602,29,47,42,29,35,48,29,47,42,35,207
6603,29,48,47,29,35,42,48,47,29,47,207
6604,48,47,48,48,48,42,47,35,29,47,207
6605,35,42,29,48,48,42,35,47,35,29,207
6606,47,48,48,29,48,29,35,42,35,29,207
6607,29,35,35,126,29,35,121,126,121,126,207
6608,121,42,134,129,113,138,138,134,129,35,207
6609,113,29,126,121,134,113,138,42,29,129,207
6610,3,134,129,113,29,35,134,138,129,129,207
6611,42,113,113,129,129,134,42,113,138,134,207
6612,113,138,42,129,29,134,138,42,129,113,207
6613,134,138,113,134,42,129,129,134,42,113,207
6614,129,134,129,134,42,121,138,113,138,134,207
6615,113,129,134,138,29,35,113,138,134,129,207
6616,42,96,35,91,42,48,47,29,91,96,207
6617,35,29,42,47,48,91,96,35,35,29,207
6618,35,91,96,35,35,42,96,29,91,29,207
6619,96,91,35,91,96,42,35,121,126,29,207
6620,42,35,126,29,121,29,126,29,121,42,207
6621,35,113,134,138,138,126,3,29,121,29,207
6622,47,48,42,138,129,134,113,35,3,29,207
6623,35,29,29,35,35,35,42,3,2,2,207
6624,29,146,780,101,90,1546,101,780,383,87,207
6625,73,17,5,18,5,125,101,6,22,22,207
6626,6,1083,10,1083,101,20,87,10,1546,73,207
6627,780,17,5,22,18,87,383,73,22,5,207
6628,101,87,101,146,1546,20,780,18,5,6,207
6629,17,383,22,5,101,1546,18,101,615,383,207
6630,73,780,5,17,22,780,5,780,1546,780,207
6631,73,5,1546,6,22,780,5,18,780,17,207
6632,780,73,18,5,17,780,73,20,73,780,207
6633,2,907,2,6,3532,3523,292,3531,907,312,207
6634,127,907,312,127,572,3530,127,907,907,292,207
6635,127,127,3,3066,3529,3,2,907,292,127,207
6636,907,127,572,907,292,127,907,127,907,292,207
6637,127,907,127,127,292,907,127,2,165,2,207
6638,41,2,2,2,2,88,2,88,2,2,207
6639,2,2,2,1799,2,5,2563,1799,2563,2563,207
6640,1799,2,1799,5,2,5,2,6,1574,6,207
6641,3527,1780,3526,3525,1837,3524,2,3010,6,17,207
6642,1574,3010,3009,18,45,22,1780,3008,1837,130,207
6643,2,2,1024,2752,517,279,419,1687,279,517,207
6644,419,5,45,18,17,279,5,1574,1780,2,207
6645,3009,3,244,1780,762,1837,583,870,1803,1574,207
6646,3008,5,709,1024,517,1574,3681,955,955,6,207
6647,10,53,6,10,517,419,279,31,2155,419,207
6648,279,279,731,419,279,279,969,821,969,279,207
6649,731,821,731,279,821,279,821,731,731,279,207
6650,821,821,279,731,969,2,2,1021,383,645,207
6651,645,1021,925,645,383,1885,73,645,925,2569,207
6652,1021,910,22,2569,588,645,73,6,1021,73,207
6653,925,1021,925,275,73,376,599,53,20,1487,207
6654,10,20,10,1487,645,1021,1021,925,2569,1021,207
6655,383,22,910,1885,5,73,73,1021,1487,645,207
6656,925,910,20,1021,645,6,275,925,9,2,207
6657,3528,2,3033,3033,6,3540,2,2,3,3,207
6658,4,21,27,30,2,33,4,2,4,27,207
6659,30,33,4,2,3,27,21,4,42,10,207
6660,42,4,2,47,48,35,29,42,48,29,207
6661,35,47,29,42,47,48,35,35,29,48,207
6662,35,42,47,35,47,48,29,47,35,29,207
6663,42,48,47,48,35,29,42,48,48,47,207
6664,29,42,48,121,47,48,42,35,126,29,207
6665,126,121,126,121,47,48,42,42,138,113,207
6666,126,35,29,121,42,129,134,113,134,3,207
6667,42,134,29,138,129,113,134,113,1677,311,207
6668,134,129,134,113,129,311,138,29,1677,113,207
6669,134,129,311,29,42,134,138,129,113,113,207
6670,138,138,42,29,129,113,134,129,134,113,207
6671,113,129,42,311,138,134,29,113,587,134,207
6672,138,587,42,29,138,129,113,129,134,129,207
6673,544,138,134,138,134,113,42,29,129,544,207
6674,3,134,113,138,3,42,29,129,113,129,207
6675,113,129,134,138,129,134,3,311,42,29,207
6676,138,113,129,138,134,134,113,3,311,42,207
6677,134,29,129,113,138,113,129,129,29,42,207
6678,113,134,138,3,129,113,134,113,134,129,207
6679,35,3,29,138,29,48,47,42,35,29,207
6680,35,47,48,42,47,48,48,48,47,42,207
6681,35,29,47,48,29,42,47,48,48,42,207
6682,35,29,48,47,29,42,48,35,47,29,207
6683,48,29,47,47,48,42,29,35,29,48,207
6684,47,35,48,47,47,48,29,29,48,42,207
6685,48,35,29,47,47,35,29,29,48,42,207
6686,48,47,35,42,29,48,47,29,35,48,207
6687,42,48,29,35,47,48,47,48,42,29,207
6688,35,48,29,29,42,48,35,47,29,121,207
6689,42,126,35,113,126,29,121,42,138,129,207
6690,113,3,134,138,129,113,134,129,134,138,207
6691,113,42,42,138,129,134,113,311,47,48,207
6692,121,126,35,29,129,138,138,129,91,48,207
6693,29,96,42,35,134,47,113,48,47,35,207
6694,29,91,96,42,47,35,96,91,42,29,207
6695,91,96,29,35,42,29,35,48,47,29,207
6696,35,91,96,91,96,29,35,35,96,91,207
6697,29,35,91,29,96,29,35,91,96,35,207
6698,91,96,29,35,42,48,29,35,126,121,207
6699,47,126,121,29,35,42,121,91,121,29,207
6700,42,113,129,134,96,35,113,126,121,129,207
6701,29,3,138,42,113,311,96,91,113,134,207
6702,29,129,35,96,138,113,134,35,29,96,207
6703,91,35,113,29,134,96,138,129,121,29,207
6704,113,91,96,48,129,126,35,35,42,138,207
6705,129,113,134,29,42,29,35,42,29,91,207
6706,91,121,126,47,48,47,48,42,96,29,207
6707,35,91,29,91,29,35,42,2,42,35,207
6708,29,47,48,42,35,29,47,48,42,2,207
6709,35,29,47,48,29,48,35,42,35,29,207
6710,35,29,47,29,42,48,35,42,48,47,207
6711,29,35,47,48,48,47,35,29,48,35,207
6712,47,29,42,47,35,29,48,35,29,91,207
6713,96,91,29,96,91,96,96,91,91,91,207
6714,47,48,29,96,29,29,42,126,121,35,207
6715,126,121,121,126,29,121,138,113,129,134,207
6716,126,35,121,113,29,129,134,42,3,138,207
6717,35,126,29,42,3,138,113,129,113,42,207
6718,113,134,129,138,134,113,138,129,138,129,207
6719,29,91,138,113,42,129,113,134,121,42,207
6720,91,29,134,42,138,113,129,134,138,129,207
6721,129,29,35,42,134,113,138,134,96,29,207
6722,42,113,129,35,96,134,138,138,96,91,207
6723,29,42,134,138,113,129,129,113,138,138,207
6724,42,29,129,134,113,113,129,134,91,42,207
6725,129,134,138,113,129,138,134,113,134,113,207
6726,134,42,113,29,138,129,113,138,134,35,207
6727,91,138,129,134,113,29,42,138,29,35,207
6728,134,42,113,129,91,96,91,96,91,96,207
6729,35,29,91,96,35,29,42,96,91,91,207
6730,29,35,96,96,42,29,35,91,91,42,207
6731,29,91,35,96,2,42,42,29,47,35,207
6732,2,42,48,29,48,35,47,35,29,29,207
6733,35,47,48,42,35,29,47,48,42,47,207
6734,48,48,47,42,48,29,35,48,47,29,207
6735,35,42,29,35,47,48,42,47,48,47,207
6736,48,35,47,48,35,29,35,42,48,29,207
6737,47,29,47,29,48,29,35,47,48,29,207
6738,35,35,29,47,48,42,29,35,96,91,207
6739,29,96,91,91,96,91,47,48,96,29,207
6740,35,35,96,91,35,29,96,91,29,91,207
6741,91,29,42,96,91,42,29,35,96,91,207
6742,29,42,91,42,35,29,96,91,91,96,207
6743,91,29,35,96,35,96,35,35,29,91,207
6744,29,91,42,96,35,96,91,35,29,42,207
6745,91,35,48,47,29,96,48,47,35,96,207
6746,47,29,91,96,48,48,29,91,47,35,207
6747,29,42,47,35,48,48,126,35,42,48,207
6748,121,47,29,35,29,126,121,126,121,121,207
6749,126,121,113,129,134,138,126,35,42,29,207
6750,134,129,138,113,3,47,113,134,35,138,207
6751,3,42,121,129,126,134,138,113,29,42,207
6752,35,48,47,129,96,91,29,35,91,96,207
6753,29,91,47,48,42,121,35,126,96,35,207
6754,29,42,48,47,121,126,113,35,121,138,207
6755,129,134,126,138,3,48,47,129,29,35,207
6756,134,113,129,96,35,126,29,121,129,138,207
6757,91,129,113,138,134,29,96,91,48,47,207
6758,29,35,42,48,96,91,35,47,29,96,207
6759,96,91,47,29,29,47,42,91,96,48,207
6760,35,91,91,35,96,29,91,35,96,42,207
6761,29,91,29,35,91,96,29,42,91,35,207
6762,29,96,96,91,35,29,96,35,91,96,207
6763,29,91,42,29,96,35,29,96,91,35,207
6764,47,48,48,35,47,48,91,35,47,29,207
6765,42,96,48,35,29,47,47,47,29,48,207
6766,42,35,48,47,35,35,48,29,47,47,207
6767,48,47,35,29,48,47,42,29,35,29,207
6768,35,48,47,42,48,47,48,29,48,35,207
6769,47,42,29,35,48,47,47,47,42,29,207
6770,35,126,121,48,35,126,29,121,121,121,207
6771,29,126,42,113,35,134,138,113,129,113,207
6772,29,3,42,126,138,134,129,129,134,113,207
6773,138,29,35,47,42,48,48,47,29,35,207
6774,96,91,96,91,29,96,35,91,91,47,207
6775,48,35,29,42,96,96,91,91,96,96,207
6776,91,96,48,42,29,35,47,29,48,91,207
6777,47,96,35,91,96,29,35,29,96,91,207
6778,35,48,47,42,35,29,91,96,35,96,207
6779,42,29,91,96,91,96,42,96,35,29,207
6780,96,47,42,48,91,35,42,29,47,48,207
6781,29,35,35,47,29,35,35,47,48,42,207
6782,29,47,48,29,48,35,47,29,35,3,207
6783,48,47,35,29,2,42,48,35,47,29,207
6784,29,35,2,29,88,47,48,2,88,2,207
6785,88,2,88,2,3541,3533,3511,2998,3509,3093,207
6786,647,557,928,350,973,3514,622,2998,3093,973,207
6787,740,647,2,4,3,10,21,27,30,2,207
6788,33,4,3,27,30,2,4,21,10,27,207
6789,3,33,2,2,3,6,10,4,21,2,207
6790,2,3,27,3,10,21,27,4,6,4,207
6791,3,30,6,30,10,33,4,24,4,4,207
6792,43,81,4,4,33,24,6,4,51,4,207
6793,4,51,3,2,4,21,10,27,3,2,207
6794,2,2,6,3,2,4,10,6,21,2,207
6795,4,10,21,2,2,3515,27,2,3,10,207
6796,21,27,30,4,3,4,33,10,41,4,207
6797,41,41,152,165,152,436,99,147,97,71,207
6798,152,71,97,99,250,95,187,152,159,334,207
6799,95,71,147,71,147,44,82,159,44,152,207
6800,41,44,43,44,44,82,215,41,250,95,207
6801,97,436,465,152,227,61,132,82,93,316,207
6802,257,246,920,61,316,147,434,132,302,562,207
6803,5,257,17,434,22,425,45,18,302,22,207
6804,22,20,22,20,148,46,2,401,2,1518,207
6805,244,1518,46,31,5,1518,22,1518,20,5,207
6806,1518,1518,2,42,2,2,20,741,35,47,207
6807,48,102,42,29,35,47,29,102,741,48,207
6808,42,3,2,48,102,47,35,29,47,35,207
6809,29,48,42,29,35,3,42,35,42,29,207
6810,48,35,47,102,47,48,48,47,29,35,207
6811,102,42,47,48,29,35,48,47,42,29,207
6812,48,47,42,35,47,35,29,48,33,6,207
6813,35,29,2,10,48,35,2,151,48,42,207
6814,76,151,1682,151,519,76,151,519,76,151,207
6815,151,207,151,151,151,76,151,29,48,47,207
6816,35,42,4,29,48,47,42,35,47,47,207
6817,47,48,102,42,35,29,48,42,48,35,207
6818,48,29,35,35,102,47,48,4,76,29,207
6819,42,48,35,47,42,42,29,47,48,35,207
6820,42,35,47,48,29,29,35,35,29,35,207
6821,42,48,47,2,35,29,47,1622,2,48,207
6822,180,179,244,1622,1622,179,40,40,40,1622,207
6823,1622,5,5,20,6,10,20,20,6,10,207
6824,102,5,6,20,6,179,180,40,40,40,207
6825,5,45,18,5,20,6,17,5,40,40,207
6826,20,6,2,20,9,2,6,10,2,832,207
6827,832,832,5,832,2,10,143,86,2,54,207
6828,62,10,832,148,20,148,46,20,46,22,207
6829,148,46,9,2,2,2,54,86,62,2,207
6830,832,2,832,5,832,832,3,832,832,832,207
6831,148,832,20,832,2,2,46,4,22,148,207
6832,2,165,2,41,41,2,165,152,99,152,207
6833,44,82,95,41,250,41,436,6,4,4,207
6834,2,4,21,10,27,152,3,44,159,2,207
6835,2,6,3,4,10,6,21,2,27,2,207
6836,3,3,10,21,27,4,30,33,4,10,207
6837,43,4,6,30,33,6,4,9,6,2,207
6838,9,6,4,2,1496,1650,102,31,3040,1514,207
6839,4,1650,1496,1514,6,18,5,17,10,45,207
6840,1514,2,10,2,10,4,4,4,4,320,207
6841,24,4,4,320,4,6,24,4,2,4,207
6842,6,3,4,4,21,10,27,3,2,2,207
6843,3,3,42,2,3,35,29,35,29,29,207
6844,35,42,35,29,35,42,29,42,29,35,207
6845,29,35,42,35,35,29,35,42,29,35,207
6846,29,42,29,35,3,2,3,38,3,13,207
6847,19,38,2,2,88,10,6,88,2,1748,207
6848,2,170,1748,170,1748,1748,3051,88,2,2,207
6849,2,3,1748,3051,2,2,2,4,3,10,207
6850,21,27,30,2,4,33,10,21,4,27,207
6851,2,33,30,27,3,10,21,4,2,2,207
6852,808,808,808,808,808,3,15,3,15,3,207
6853,808,808,3,15,3,808,3,105,808,31,207
6854,105,808,808,808,2,2,808,2,2,2,207
6855,4,3,6,10,21,27,2,3,6,30,207
6856,10,21,27,3,4,30,4,33,6,4,207
6857,2,3,4,21,10,27,33,3,43,2,207
6858,2,6,3,3,4,10,2,6,21,2,207
6859,2,27,27,3,21,10,30,27,3,4,207
6860,30,51,6,33,4,24,43,4,10,4,207
6861,3,33,6,24,51,2,27,10,2,3,207
6862,4,21,2,2,2,4,3,10,21,27,207
6863,30,2,4,6,10,21,27,33,4,3,207
6864,30,33,4,2,6,4,10,21,4,27,207
6865,4,21,10,3,60,60,255,39,39,60,207
6866,60,60,60,60,60,60,60,39,39,2440,207
6867,39,39,2440,2440,39,0,0,0,0,0,207
6868,192,2,2,6,2,3,6,3,2,2,127
6869,141,32,32,2,32,32,32,2,12,261,127
6870,12,289,12,12,12,12,12,12,12,98,127
6871,5,1008,12,12,12,2,68,12,12,12,127
6872,12,12,12,12,12,12,68,12,289,32,127
6873,12,56,12,249,56,178,56,306,32,32,127
6874,32,12,12,68,289,110,12,12,12,289,127
6875,12,12,264,2,2,289,2,6,68,3,127
6876,6,2,294,40,2,3,76,342,40,294,127
6877,429,342,872,40,40,294,429,1539,342,40,127
6878,76,429,872,294,294,40,294,429,342,932,127
6879,40,294,429,76,76,294,5,76,519,98,127
6880,1008,40,76,519,76,40,294,22,342,45,127
6881,76,429,294,294,872,40,98,429,18,5,127
6882,17,76,5,1008,76,294,22,40,342,1702,127
6883,22,429,932,20,20,20,1702,342,294,40,127
6884,429,76,486,1702,294,40,40,342,76,294,127
6885,76,98,76,294,40,342,98,76,3,2,127
6886,40,40,294,429,342,429,76,40,1940,875,127
6887,2,3,40,76,76,76,294,40,429,76,127
6888,342,22,872,5,17,76,486,20,294,40,127
6889,875,18,1940,3,2,76,20,40,1702,294,127
6890,40,429,342,76,342,1702,294,40,429,294,127
6891,76,932,76,486,872,519,98,875,342,650,127
6892,76,40,342,76,2,884,2,4912,1477,3,127
6893,2,884,1176,3,884,2,519,76,4911,4910,127
6894,650,2085,5,5,212,884,479,212,884,884,127
6895,884,1477,76,3,2,884,578,1176,98,76,127
6896,1176,884,1176,76,884,1477,3,2,76,1477,127
6897,1176,98,2268,578,6,2,3,6,2,4909,127
6898,2253,2,3,2253,2253,2,76,88,2,76,127
6899,2,2,2,2,312,76,2,1645,295,22,127
6900,6,6,295,4908,2663,2,193,2663,1176,884,127
6901,1477,2,76,1176,3,1477,98,884,5,884,127
6902,2662,4907,2658,2658,12,12,2662,2,3,4906,127
6903,4905,1176,76,12,309,545,12,1490,1068,264,127
6904,1068,466,260,309,634,309,260,1490,545,3,127
6905,2,466,1943,260,684,547,2,5,3,1068,127
6906,466,260,309,309,260,684,547,466,3,2,127
6907,260,309,76,260,309,963,634,312,260,547,127
6908,5,18,684,17,125,45,309,5,309,466,127
6909,3,2647,2,98,5,260,76,76,12,260,127
6910,309,634,1426,2011,260,684,3,466,2,547,127
6911,260,309,466,3,2,684,547,260,309,76,127
6912,260,634,260,466,3,2,684,247,547,76,127
6913,309,260,2,3,466,260,634,309,684,547,127
6914,309,76,309,398,289,32,56,178,56,76,127
6915,2,6,3,2,6,3,2,2,2,2,127
6916,2,6,3,6,3,32,32,2,32,32,127
6917,32,2,68,6,17,10,10,6,20,68,127
6918,5,20,12,150,12,150,17,5,17,6,127
6919,20,10,20,10,17,6,17,10,6,10,127
6920,20,20,20,6,17,6,20,32,32,456,127
6921,2,6,3,32,32,41,32,6,3,2,127
6922,41,32,82,68,110,82,110,68,6,6,127
6923,6,6,41,41,6,165,308,82,99,308,127
6924,97,308,44,308,97,1099,187,99,44,41,127
6925,44,44,215,95,159,44,44,250,97,770,127
6926,44,1099,41,215,308,95,44,465,82,2,127
6927,6,3,2,6,3,2,6,17,6,17,127
6928,20,10,20,10,6,17,20,10,20,17,127
6929,6,20,6,17,20,6,17,20,17,6,127
6930,20,32,32,32,17,6,32,68,20,2,127
6931,6,3,6,3,32,32,32,32,2,68,127
6932,110,2,6,3,6,3,32,32,32,32,127
6933,2,68,2,6,3,2,6,6,3,6,127
6934,3,2,17,5,6,5,919,10,1084,1084,127
6935,10,17,5,6,5,5,2651,2223,2651,2223,127
6936,2223,2,17,5,404,17,5,6,6,2,127
6937,6,3,2,17,17,2,2,3,17,2,127
6938,5,31,2,6,3,31,6,3,2,20,127
6939,20,2,20,20,2,2,6,3,2,6,127
6940,3,2,2,2,2,2,6,3,6,3,127
6941,2,141,2,6,3,32,32,2,3,6,127
6942,2,2224,2,2224,2224,32,32,32,2,12,127
6943,12,289,289,12,12,68,110,12,110,12,127
6944,68,12,12,12,12,12,2268,5,12,12,127
6945,12,12,12,150,12,12,12,150,12,12,127
6946,12,12,12,12,12,12,12,12,12,12,127
6947,12,12,12,12,32,289,56,1257,178,56,127
6948,249,2,2,6,3,2,6,3,141,32,127
6949,32,32,32,2,12,2,12,289,12,12,127
6950,68,110,110,68,12,12,12,289,12,32,127
6951,12,12,150,289,12,12,12,12,2238,12,127
6952,12,2238,12,12,12,12,12,12,12,12,127
6953,12,150,12,12,12,12,150,12,12,12,127
6954,12,12,12,2238,12,12,12,12,12,12,127
6955,12,12,289,12,12,12,12,289,2,6,127
6956,3,6,3,2,12,12,12,12,289,12,127
6957,12,12,12,289,12,12,12,12,289,12,127
6958,12,566,566,566,398,289,32,1257,56,178,127
6959,56,56,56,32,32,32,32,56,1257,178,127
6960,56,56,56,306,12,261,12,12,289,68,127
6961,12,12,12,12,12,12,12,12,150,12,127
6962,12,12,12,12,566,566,12,12,12,12,127
6963,12,12,12,566,566,566,12,12,12,12,127
6964,12,12,566,566,566,566,566,12,12,12,127
6965,12,12,12,12,12,12,12,12,12,1610,127
6966,289,32,1257,56,178,56,56,306,32,32,127
6967,32,12,12,68,110,289,12,12,12,12,127
6968,12,12,12,12,12,12,12,12,12,12,127
6969,12,12,12,12,12,12,12,12,12,12,127
6970,12,12,12,12,12,12,12,12,12,289,127
6971,12,12,289,12,12,12,12,12,12,4900,127
6972,12,12,12,696,12,696,31,12,12,31,127
6973,696,1399,31,12,4899,1944,12,12,12,12,127
6974,941,1945,1098,12,12,1318,157,1945,31,1243,127
6975,1194,3,1243,1499,2,181,578,5,1194,1254,127
6976,1499,6,2,3,181,5,157,6,181,157,127
6977,2,3,157,181,3,2,4896,10,689,157,127
6978,181,3,2,4882,603,603,2,157,181,3,127
6979,4883,617,617,561,561,157,181,3,2,3,127
6980,181,2,157,3,2,181,157,1499,1194,1254,127
6981,4884,3,157,181,5,6,2,2,4885,220,127
6982,157,181,3,2,157,3,2,181,4886,181,127
6983,3,2,157,4887,893,893,1805,12,1805,32,127
6984,289,2133,1257,56,178,56,157,3,2,181,127
6985,157,4881,2,3,181,4888,891,355,355,255,127
6986,192,2,2,6,3,3,6,2,2,2,127
6987,6,3,3,6,2,141,32,32,2,32,127
6988,32,2,12,289,12,12,289,68,12,110,127
6989,68,12,110,12,12,12,12,12,12,12,127
6990,12,234,1360,12,890,12,1360,1393,234,234,127
6991,17,5,18,45,1074,1393,1393,12,1610,941,127
6992,1098,12,1945,941,12,1945,157,157,31,1243,127
6993,181,3,2,1194,1194,1499,1254,3,2,5,127
6994,4890,855,855,355,355,1196,157,289,32,56,127
6995,56,5,249,181,6,178,3,249,56,6,127
6996,2,6,10,6,157,10,181,3,2,181,127
6997,157,2,3,2,157,181,3,157,181,2,127
6998,3,4891,623,157,3,2,181,4892,930,930,127
6999,181,3,157,2,4893,228,228,4894,157,424,127
7000,2,2,3,141,3,2,32,2,32,2,127
7001,32,32,32,12,261,12,289,12,289,12,127
7002,12,12,4895,12,956,12,68,12,68,12,127
7003,12,12,12,12,12,578,98,5,12,12,127
7004,12,12,12,12,12,12,12,12,12,12,127
7005,12,12,12,12,12,12,12,12,12,12,127
7006,12,12,12,12,12,12,12,12,12,12,127
7007,12,12,12,12,12,12,12,12,12,2582,127
7008,2660,12,1098,4862,2582,12,650,481,2660,289,127
7009,4844,32,481,56,178,56,56,56,606,454,127
7010,606,45,650,17,6,22,18,5,6,6,127
7011,6,5,20,10,606,20,606,110,606,650,127
7012,606,650,5,568,18,17,6,568,606,20,127
7013,606,606,650,568,568,17,18,5,20,6,127
7014,606,606,606,110,650,568,606,650,568,568,127
7015,1172,1265,1172,1265,1172,4842,1656,4792,1656,1265,127
7016,6,1172,965,22,1265,1656,5,1172,6,6,127
7017,10,1172,144,18,1265,20,17,5,3,144,127
7018,1656,1172,17,18,1265,5,5,22,1265,20,127
7019,1656,424,424,2,2,88,88,2,424,81,127
7020,268,268,2,88,2,2,88,424,61,61,127
7021,554,61,41,424,2,2,43,3,2,2,127
7022,6,2,2,2,2,41,41,41,729,32,127
7023,32,32,32,32,32,32,68,956,576,956,127
7024,576,192,2,2,88,2,141,88,141,32,127
7025,32,32,32,32,2,32,12,289,12,289,127
7026,12,12,68,110,88,2,750,110,68,750,127
7027,12,12,12,956,12,956,576,88,2,576,127
7028,480,480,12,956,956,12,576,12,98,578,127
7029,5,12,956,12,956,576,12,576,12,956,127
7030,480,480,480,975,480,480,480,480,12,12,127
7031,12,12,12,480,956,12,576,12,480,480,127
7032,480,480,975,480,480,480,480,480,480,480,127
7033,480,975,480,12,398,32,289,56,1610,178,127
7034,56,306,56,32,32,32,12,12,261,12,127
7035,12,68,289,12,12,12,12,12,12,12,127
7036,12,398,289,32,56,56,178,207,2,88,127
7037,2,2,88,88,2,229,229,229,229,229,127
7038,229,229,229,229,229,88,2,141,88,141,127
7039,2,32,32,32,32,63,2,88,63,63,127
7040,63,32,12,261,12,12,2,12,592,12,127
7041,289,12,12,12,592,68,68,592,1321,592,127
7042,63,63,63,2,88,63,63,63,12,12,127
7043,12,150,12,12,111,12,12,111,12,12,127
7044,150,12,12,12,12,12,1488,1488,5,1488,127
7045,6,10,1488,6,10,6,1488,5,6,1488,127
7046,6,566,289,12,566,566,566,566,12,12,127
7047,12,566,566,566,12,63,398,289,32,56,127
7048,56,178,56,306,32,32,32,12,12,68,127
7049,289,110,12,12,890,234,1360,12,12,1360,127
7050,733,890,890,890,733,890,1360,890,890,12,127
7051,12,1061,1061,982,12,200,982,200,402,200,127
7052,342,3,203,2780,759,514,200,5,578,200,127
7053,1948,98,402,200,514,1339,342,45,796,18,127
7054,796,17,796,200,796,796,796,4795,200,796,127
7055,796,796,796,200,796,402,5,5,193,98,127
7056,578,514,796,796,796,946,4796,3,2,200,127
7057,200,402,514,3,200,2,200,200,200,200,127
7058,200,3,402,200,2,200,3,128,3,2,127
7059,3,514,402,200,514,294,40,88,2,429,127
7060,429,294,76,40,342,872,342,545,418,40,127
7061,342,519,294,76,429,40,294,294,429,76,127
7062,40,76,872,1539,342,418,429,3,2,40,127
7063,294,12,429,294,40,40,429,294,342,76,127
7064,418,2,3,294,76,342,40,418,875,1940,127
7065,76,40,76,875,3,2,40,76,40,294,127
7066,76,40,429,294,76,650,875,2268,342,418,127
7067,1940,40,76,294,429,294,40,429,18,872,127
7068,22,342,294,76,17,5,1923,1923,418,578,127
7069,40,209,294,3,429,1923,209,2,22,418,127
7070,76,294,342,40,98,76,650,486,22,932,127
7071,40,20,294,76,294,429,40,76,418,40,127
7072,294,76,342,76,98,40,294,429,40,429,127
7073,342,418,98,76,76,40,76,294,429,429,127
7074,294,429,294,40,76,342,418,76,40,519,127
7075,76,76,429,40,519,294,294,342,40,418,127
7076,76,76,40,40,294,76,342,429,76,578,127
7077,5,418,18,294,872,17,294,76,429,40,127
7078,76,40,22,342,486,932,20,40,76,20,127
7079,40,342,294,294,76,98,418,40,61,61,127
7080,41,2,554,61,799,2,88,799,799,12,127
7081,12,12,546,12,12,12,17,5,18,799,127
7082,799,799,799,799,799,799,799,799,799,546,127
7083,3,2,17,18,1706,5,4797,546,4791,4798,127
7084,2319,799,4800,919,546,4801,919,546,919,546,127
